"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell","1/7","38/28905",0.0263157894736842,108.665413533835,10.3362090879199,0.009167292804102,0.0192333398046846,0.00378422819570774,"Elane",1
"GO:0002866","positive regulation of acute inflammatory response to antigenic stimulus","1/7","39/28905",0.0256410256410256,105.879120879121,10.2005159467595,0.00940756124039144,0.0195458068489686,0.00384570720097759,"Ighg2b",1
"GO:0050901","leukocyte tethering or rolling","1/7","40/28905",0.025,103.232142857143,10.0699144197727,0.00964777973520592,0.0198521621474429,0.00390598369846394,"Elane",1
"GO:0002446","neutrophil mediated immunity","1/7","41/28905",0.024390243902439,100.714285714286,9.94409246555163,0.00988794829719652,0.0199624616566043,0.00392768552023695,"Elane",1
"GO:0002883","regulation of hypersensitivity","1/7","41/28905",0.024390243902439,100.714285714286,9.94409246555163,0.00988794829719652,0.0199624616566043,0.00392768552023695,"Ighg2b",1
"GO:0006958","complement activation, classical pathway","1/7","42/28905",0.0238095238095238,98.3163265306122,9.82276419196335,0.0101280669350123,0.0202561338700247,0.00398546657550904,"Ighg2b",1
"GO:0002524","hypersensitivity","1/7","45/28905",0.0222222222222222,91.7619047619048,9.48321934883104,0.0108481233898923,0.0212981505085958,0.00419048706514429,"Ighg2b",1
"GO:0002863","positive regulation of inflammatory response to antigenic stimulus","1/7","45/28905",0.0222222222222222,91.7619047619048,9.48321934883104,0.0108481233898923,0.0212981505085958,0.00419048706514429,"Ighg2b",1
"GO:0002864","regulation of acute inflammatory response to antigenic stimulus","1/7","48/28905",0.0208333333333333,86.0267857142857,9.17582012720503,0.0115677308384748,0.0225044945403056,0.00442783955539707,"Ighg2b",1
"GO:0002691","regulation of cellular extravasation","1/7","49/28905",0.0204081632653061,84.2711370262391,9.07963877901601,0.0118075002491597,0.0227640094893709,0.00447890004709708,"Elane",1
"GO:0002888","positive regulation of myeloid leukocyte mediated immunity","1/7","55/28905",0.0181818181818182,75.0779220779221,8.55837532837924,0.0132450700601623,0.0253075445792387,0.00497934964667755,"Ighg2b",1
"GO:0061756","leukocyte adhesion to vascular endothelial cell","1/7","56/28905",0.0178571428571429,73.7372448979592,8.479682267984,0.0134844906670801,0.0255370000243818,0.00502449582378393,"Elane",1
"GO:0002675","positive regulation of acute inflammatory response","1/7","58/28905",0.0172413793103448,71.1945812807882,8.32839583298589,0.0139631825058266,0.0259836613586687,0.00511237803416993,"Ighg2b",1
"GO:0032757","positive regulation of interleukin-8 production","1/7","58/28905",0.0172413793103448,71.1945812807882,8.32839583298589,0.0139631825058266,0.0259836613586687,0.00511237803416993,"Elane",1
"GO:0002455","humoral immune response mediated by circulating immunoglobulin","1/7","59/28905",0.0169491525423729,69.9878934624697,8.25562944141987,0.0142024537549154,0.0262010784788956,0.00515515562791846,"Ighg2b",1
"GO:0050832","defense response to fungus","1/7","64/28905",0.015625,64.5200892857143,7.91753570446189,0.0153980636426002,0.0278860482626405,0.00548667944173941,"Elane",1
"GO:0090303","positive regulation of wound healing","1/7","64/28905",0.015625,64.5200892857143,7.91753570446189,0.0153980636426002,0.0278860482626405,0.00548667944173941,"S100a9",1
"GO:0002861","regulation of inflammatory response to antigenic stimulus","1/7","65/28905",0.0153846153846154,63.5274725274725,7.85459913273084,0.0156370364089573,0.0278860482626405,0.00548667944173941,"Ighg2b",1
"GO:0006911","phagocytosis, engulfment","1/7","65/28905",0.0153846153846154,63.5274725274725,7.85459913273084,0.0156370364089573,0.0278860482626405,0.00548667944173941,"Ighg2b",1
"GO:0006956","complement activation","1/7","67/28905",0.0149253731343284,61.6311300639659,7.7329392142423,0.0161148327994656,0.0280371887730539,0.00551641687615424,"Ighg2b",1
"GO:0030193","regulation of blood coagulation","1/7","67/28905",0.0149253731343284,61.6311300639659,7.7329392142423,0.0161148327994656,0.0280371887730539,0.00551641687615424,"S100a9",1
"GO:0045071","negative regulation of viral genome replication","1/7","67/28905",0.0149253731343284,61.6311300639659,7.7329392142423,0.0161148327994656,0.0280371887730539,0.00551641687615424,"Slpi",1
"GO:1900046","regulation of hemostasis","1/7","69/28905",0.0144927536231884,59.8447204968944,7.61655604702597,0.0165924303911595,0.0286353234170011,0.00563410200039373,"S100a9",1
"GO:0050818","regulation of coagulation","1/7","72/28905",0.0138888888888889,57.3511904761905,7.451068028544,0.0173084541817108,0.0296320735590889,0.00583021614541837,"S100a9",1
"GO:0099024","plasma membrane invagination","1/7","74/28905",0.0135135135135135,55.8011583011583,7.34632006426881,0.0177855550779121,0.0302072125926444,0.00594337680130731,"Ighg2b",1
"GO:0032677","regulation of interleukin-8 production","1/7","75/28905",0.0133333333333333,55.0571428571429,7.29550734669635,0.0180240310625972,0.0302958595901368,0.00596081841419318,"Elane",1
"GO:0009620","response to fungus","1/7","76/28905",0.0131578947368421,54.3327067669173,7.24568974191698,0.0182624574164844,0.0302958595901368,0.00596081841419318,"Elane",1
"GO:0032637","interleukin-8 production","1/7","76/28905",0.0131578947368421,54.3327067669173,7.24568974191698,0.0182624574164844,0.0302958595901368,0.00596081841419318,"Elane",1
"GO:0002714","positive regulation of B cell mediated immunity","1/7","78/28905",0.0128205128205128,52.9395604395604,7.1489119506029,0.0187391612662942,0.030612064969366,0.00602303295019499,"Ighg2b",1
"GO:0002891","positive regulation of immunoglobulin mediated immune response","1/7","78/28905",0.0128205128205128,52.9395604395604,7.1489119506029,0.0187391612662942,0.030612064969366,0.00602303295019499,"Ighg2b",1
"GO:0002673","regulation of acute inflammatory response","1/7","80/28905",0.0125,51.6160714285714,7.05574490380532,0.0192156666961893,0.0311526717650342,0.00612939926513217,"Ighg2b",1
"GO:1903036","positive regulation of response to wounding","1/7","81/28905",0.0123456790123457,50.978835978836,7.01044558824515,0.0194538450251791,0.0312154250951845,0.00614174620662754,"S100a9",1
"GO:0010324","membrane invagination","1/7","82/28905",0.0121951219512195,50.3571428571429,6.9659675646231,0.0196919737749995,0.0312154250951845,0.00614174620662754,"Ighg2b",1
"GO:0045123","cellular extravasation","1/7","82/28905",0.0121951219512195,50.3571428571429,6.9659675646231,0.0196919737749995,0.0312154250951845,0.00614174620662754,"Elane",1
"GO:0032091","negative regulation of protein binding","1/7","85/28905",0.0117647058823529,48.5798319327731,6.8372188166386,0.0204060626354456,0.0321095397351865,0.00631766645060237,"Slpi",1
"GO:0050766","positive regulation of phagocytosis","1/7","91/28905",0.010989010989011,45.3767660910518,6.59885630635735,0.0218329028794775,0.0341039504832714,0.00671007387767268,"Ighg2b",1
"GO:0002712","regulation of B cell mediated immunity","1/7","99/28905",0.0101010101010101,41.7099567099567,6.31496373108967,0.0237325852384358,0.036276951721609,0.0071376196205822,"Ighg2b",1
"GO:0002886","regulation of myeloid leukocyte mediated immunity","1/7","99/28905",0.0101010101010101,41.7099567099567,6.31496373108967,0.0237325852384358,0.036276951721609,0.0071376196205822,"Ighg2b",1
"GO:0002889","regulation of immunoglobulin mediated immune response","1/7","99/28905",0.0101010101010101,41.7099567099567,6.31496373108967,0.0237325852384358,0.036276951721609,0.0071376196205822,"Ighg2b",1
"GO:0045069","regulation of viral genome replication","1/7","101/28905",0.0099009900990099,40.8840169731259,6.24924108158837,0.024207011411125,0.036739719446672,0.00722867082079135,"Slpi",1
"GO:0002532","production of molecular mediator involved in inflammatory response","1/7","109/28905",0.0091743119266055,37.8833551769332,6.00442864552631,0.0261027404925341,0.0391434005958741,0.00770160365880454,"S100a9",1
"GO:0031640","killing of cells of another organism","1/7","110/28905",0.00909090909090909,37.538961038961,5.97569050666923,0.0263394845131115,0.0391434005958741,0.00770160365880454,"Elane",1
"GO:0141061","disruption of cell in another organism","1/7","110/28905",0.00909090909090909,37.538961038961,5.97569050666923,0.0263394845131115,0.0391434005958741,0.00770160365880454,"Elane",1
"GO:0051702","biological process involved in interaction with symbiont","1/7","114/28905",0.0087719298245614,36.2218045112782,5.86448330325896,0.0272859673787244,0.0402703242692897,0.00792332991033738,"Elane",1
"GO:0048525","negative regulation of viral process","1/7","116/28905",0.00862068965517241,35.5972906403941,5.81101365047027,0.0277589130014079,0.0404797077331042,0.00796452685353748,"Slpi",1
"GO:0032642","regulation of chemokine production","1/7","117/28905",0.00854700854700855,35.2930402930403,5.78478569447396,0.0279953118901842,0.0404797077331042,0.00796452685353748,"Elane",1
"GO:0048661","positive regulation of smooth muscle cell proliferation","1/7","117/28905",0.00854700854700855,35.2930402930403,5.78478569447396,0.0279953118901842,0.0404797077331042,0.00796452685353748,"Elane",1
